Year_Season,HospitalID,HospitalClass,StrokeRehabNumber,StrokeNumber,StrokeRehabRate,StrokeRehabRegionRate,StrokeRehabCountryRate,CityCode,TownCode
2022_4,1132010024,2,26,43,0.6047,0.765,0.7564,68000,68000010
2023_1,1132010024,2,22,32,0.6875,0.7532,0.7502,68000,68000010
2023_2,1132010024,2,27,48,0.5625,0.7542,0.7581,68000,68000010
2023_3,1132010024,2,22,33,0.6667,0.7628,0.7534,68000,68000010
2023_4,1132010024,2,27,48,0.5625,0.7253,0.7554,68000,68000010
2016_1,1132070011,1,159,255,0.6235,0.657,0.6686,68000,68000070
2016_2,1132070011,1,130,218,0.5963,0.6689,0.6761,68000,68000070
2016_3,1132070011,1,136,212,0.6415,0.6741,0.6824,68000,68000070
2016_4,1132070011,1,141,229,0.6157,0.6722,0.6773,68000,68000070
2017_1,1132070011,1,127,220,0.5773,0.6967,0.6907,68000,68000070
2017_2,1132070011,1,128,204,0.6275,0.7135,0.6963,68000,68000070
2017_3,1132070011,1,142,224,0.6339,0.7321,0.6963,68000,68000070
2017_4,1132070011,1,150,222,0.6757,0.6848,0.6863,68000,68000070
2018_1,1132070011,1,186,265,0.7019,0.7225,0.6935,68000,68000070
2018_2,1132070011,1,153,218,0.7018,0.7374,0.7035,68000,68000070
2018_3,1132070011,1,140,220,0.6364,0.7183,0.6948,68000,68000070
2018_4,1132070011,1,152,212,0.717,0.7164,0.7061,68000,68000070
2019_1,1132070011,1,173,229,0.7555,0.7247,0.7023,68000,68000070
2019_2,1132070011,1,139,205,0.678,0.7036,0.7081,68000,68000070
2019_3,1132070011,1,164,227,0.7225,0.7166,0.7043,68000,68000070
2019_4,1132070011,1,126,189,0.6667,0.7116,0.7101,68000,68000070
2020_1,1132070011,1,116,199,0.5829,0.6924,0.7204,68000,68000070
2020_2,1132070011,1,134,196,0.6837,0.7092,0.7184,68000,68000070
2020_3,1132070011,1,115,186,0.6183,0.7237,0.7202,68000,68000070
2020_4,1132070011,1,107,186,0.5753,0.7232,0.7261,68000,68000070
2021_1,1132070011,1,126,180,0.7,0.7168,0.7219,68000,68000070
2021_2,1132070011,1,125,197,0.6345,0.7064,0.7045,68000,68000070
2021_3,1132070011,1,120,179,0.6704,0.7344,0.7243,68000,68000070
2021_4,1132070011,1,129,202,0.6386,0.7322,0.7376,68000,68000070
2022_1,1132070011,1,149,189,0.7884,0.7645,0.7516,68000,68000070
2022_2,1132070011,1,139,173,0.8035,0.7505,0.7522,68000,68000070
2022_3,1132070011,1,92,154,0.5974,0.7256,0.7411,68000,68000070
2022_4,1132070011,1,147,188,0.7819,0.765,0.7564,68000,68000070
2023_1,1132070011,1,114,156,0.7308,0.7532,0.7502,68000,68000070
2023_2,1132070011,1,151,196,0.7704,0.7542,0.7581,68000,68000070
2023_3,1132070011,1,138,199,0.6935,0.7628,0.7534,68000,68000070
2023_4,1132070011,1,133,213,0.6244,0.7253,0.7554,68000,68000070
2017_4,1132071036,3,1,1,1,0.6848,0.6863,68000,68000070
2018_1,1132071036,3,0,1,0,0.7225,0.6935,68000,68000070
2021_4,1132071036,3,0,1,0,0.7322,0.7376,68000,68000070
2023_3,1132071036,3,1,2,0.5,0.7628,0.7534,68000,68000070
2016_1,1133060019,3,9,14,0.6429,0.657,0.6686,10004,10004050
2016_2,1133060019,3,4,4,1,0.6689,0.6761,10004,10004050
2016_3,1133060019,3,2,4,0.5,0.6741,0.6824,10004,10004050
2016_4,1133060019,3,0,5,0,0.6722,0.6773,10004,10004050
2017_1,1133060019,3,4,7,0.5714,0.6967,0.6907,10004,10004050
2017_2,1133060019,3,2,5,0.4,0.7135,0.6963,10004,10004050
2017_3,1133060019,3,4,6,0.6667,0.7321,0.6963,10004,10004050
2017_4,1133060019,3,6,10,0.6,0.6848,0.6863,10004,10004050
2018_1,1133060019,3,7,12,0.5833,0.7225,0.6935,10004,10004050
2018_2,1133060019,3,3,10,0.3,0.7374,0.7035,10004,10004050
2018_3,1133060019,3,7,14,0.5,0.7183,0.6948,10004,10004050
2018_4,1133060019,3,8,16,0.5,0.7164,0.7061,10004,10004050
2019_1,1133060019,3,12,19,0.6316,0.7247,0.7023,10004,10004050
2019_2,1133060019,3,9,14,0.6429,0.7036,0.7081,10004,10004050
2019_3,1133060019,3,8,19,0.4211,0.7166,0.7043,10004,10004050
2019_4,1133060019,3,8,18,0.4444,0.7116,0.7101,10004,10004050
2020_1,1133060019,3,11,21,0.5238,0.6924,0.7204,10004,10004050
2020_2,1133060019,3,11,18,0.6111,0.7092,0.7184,10004,10004050
2020_3,1133060019,3,6,15,0.4,0.7237,0.7202,10004,10004050
2020_4,1133060019,3,13,22,0.5909,0.7232,0.7261,10004,10004050
2021_1,1133060019,3,9,16,0.5625,0.7168,0.7219,10004,10004050
2021_2,1133060019,3,15,20,0.75,0.7064,0.7045,10004,10004050
2021_3,1133060019,3,8,12,0.6667,0.7344,0.7243,10004,10004050
2021_4,1133060019,3,9,12,0.75,0.7322,0.7376,10004,10004050
2022_1,1133060019,3,6,9,0.6667,0.7645,0.7516,10004,10004050
2022_2,1133060019,3,3,4,0.75,0.7505,0.7522,10004,10004050
2022_3,1133060019,3,7,7,1,0.7256,0.7411,10004,10004050
2022_4,1133060019,3,7,8,0.875,0.765,0.7564,10004,10004050
2023_1,1133060019,3,8,10,0.8,0.7532,0.7502,10004,10004050
2023_2,1133060019,3,5,9,0.5556,0.7542,0.7581,10004,10004050
2023_3,1133060019,3,9,11,0.8182,0.7628,0.7534,10004,10004050
2023_4,1133060019,3,14,15,0.9333,0.7253,0.7554,10004,10004050
2018_1,1134010022,3,0,1,0,0.6921,0.6935,10002,10002010
2016_1,1134020019,2,14,18,0.7778,0.6688,0.6686,10002,10002020
2016_2,1134020019,2,72,81,0.8889,0.7007,0.6761,10002,10002020
2016_3,1134020019,2,66,84,0.7857,0.6887,0.6824,10002,10002020
2016_4,1134020019,2,60,76,0.7895,0.6869,0.6773,10002,10002020
2017_1,1134020019,2,74,91,0.8132,0.6762,0.6907,10002,10002020
2017_2,1134020019,2,89,113,0.7876,0.6849,0.6963,10002,10002020
2017_3,1134020019,2,73,84,0.869,0.6825,0.6963,10002,10002020
2017_4,1134020019,2,65,80,0.8125,0.6661,0.6863,10002,10002020
2018_1,1134020019,2,65,79,0.8228,0.6921,0.6935,10002,10002020
2018_2,1134020019,2,54,68,0.7941,0.6782,0.7035,10002,10002020
2018_3,1134020019,2,57,80,0.7125,0.6773,0.6948,10002,10002020
2018_4,1134020019,2,62,69,0.8986,0.6908,0.7061,10002,10002020
2019_1,1134020019,2,74,85,0.8706,0.712,0.7023,10002,10002020
2019_2,1134020019,2,59,74,0.7973,0.7118,0.7081,10002,10002020
2019_3,1134020019,2,68,90,0.7556,0.6733,0.7043,10002,10002020
2019_4,1134020019,2,68,80,0.85,0.6975,0.7101,10002,10002020
2020_1,1134020019,2,59,67,0.8806,0.7079,0.7204,10002,10002020
2020_2,1134020019,2,61,74,0.8243,0.7056,0.7184,10002,10002020
2020_3,1134020019,2,69,79,0.8734,0.7146,0.7202,10002,10002020
2020_4,1134020019,2,57,63,0.9048,0.7239,0.7261,10002,10002020
2021_1,1134020019,2,61,66,0.9242,0.705,0.7219,10002,10002020
2021_2,1134020019,2,72,86,0.8372,0.6791,0.7045,10002,10002020
2021_3,1134020019,2,78,85,0.9176,0.7219,0.7243,10002,10002020
2021_4,1134020019,2,55,64,0.8594,0.7442,0.7376,10002,10002020
2022_1,1134020019,2,62,68,0.9118,0.7495,0.7516,10002,10002020
2022_2,1134020019,2,75,85,0.8824,0.7412,0.7522,10002,10002020
2022_3,1134020019,2,62,71,0.8732,0.7358,0.7411,10002,10002020
2022_4,1134020019,2,87,90,0.9667,0.754,0.7564,10002,10002020
2023_1,1134020019,2,76,90,0.8444,0.7641,0.7502,10002,10002020
2023_2,1134020019,2,78,84,0.9286,0.7713,0.7581,10002,10002020
2023_3,1134020019,2,107,113,0.9469,0.7424,0.7534,10002,10002020
2023_4,1134020019,2,92,97,0.9485,0.7639,0.7554,10002,10002020
2018_4,1134020028,2,14,19,0.7368,0.6908,0.7061,10002,10002020
2019_1,1134020028,2,18,30,0.6,0.712,0.7023,10002,10002020
2019_2,1134020028,2,25,32,0.7813,0.7118,0.7081,10002,10002020
2019_3,1134020028,2,23,36,0.6389,0.6733,0.7043,10002,10002020
2019_4,1134020028,2,22,37,0.5946,0.6975,0.7101,10002,10002020
2020_1,1134020028,2,18,25,0.72,0.7079,0.7204,10002,10002020
2020_2,1134020028,2,18,24,0.75,0.7056,0.7184,10002,10002020
2020_3,1134020028,2,31,39,0.7949,0.7146,0.7202,10002,10002020
2020_4,1134020028,2,20,29,0.6897,0.7239,0.7261,10002,10002020
2021_1,1134020028,2,19,28,0.6786,0.705,0.7219,10002,10002020
2021_2,1134020028,2,24,33,0.7273,0.6791,0.7045,10002,10002020
2021_3,1134020028,2,13,26,0.5,0.7219,0.7243,10002,10002020
2021_4,1134020028,2,22,26,0.8462,0.7442,0.7376,10002,10002020
2022_1,1134020028,2,21,29,0.7241,0.7495,0.7516,10002,10002020
2022_2,1134020028,2,25,28,0.8929,0.7412,0.7522,10002,10002020
2022_3,1134020028,2,20,26,0.7692,0.7358,0.7411,10002,10002020
2022_4,1134020028,2,28,37,0.7568,0.754,0.7564,10002,10002020
2023_1,1134020028,2,24,30,0.8,0.7641,0.7502,10002,10002020
2023_2,1134020028,2,24,27,0.8889,0.7713,0.7581,10002,10002020
2023_3,1134020028,2,18,21,0.8571,0.7424,0.7534,10002,10002020
2023_4,1134020028,2,36,46,0.7826,0.7639,0.7554,10002,10002020
2020_4,1134050026,3,0,1,0,0.7239,0.7261,10002,10002050
2022_2,1134050026,3,1,1,1,0.7412,0.7522,10002,10002050
2016_3,1134070019,3,1,1,1,0.6887,0.6824,10002,10002070
2020_2,1134070019,3,1,1,1,0.7056,0.7184,10002,10002070
2023_1,1134070019,3,1,1,1,0.7641,0.7502,10002,10002070
2023_4,1134070019,3,2,2,1,0.7639,0.7554,10002,10002070
2016_1,1135050020,2,33,42,0.7857,0.657,0.6686,10005,10005050
2016_2,1135050020,2,26,36,0.7222,0.6689,0.6761,10005,10005050
2016_3,1135050020,2,29,37,0.7838,0.6741,0.6824,10005,10005050
2016_4,1135050020,2,38,44,0.8636,0.6722,0.6773,10005,10005050
2017_1,1135050020,2,29,44,0.6591,0.6967,0.6907,10005,10005050
2017_2,1135050020,2,57,73,0.7808,0.7135,0.6963,10005,10005050
2017_3,1135050020,2,33,44,0.75,0.7321,0.6963,10005,10005050
2017_4,1135050020,2,28,41,0.6829,0.6848,0.6863,10005,10005050
2018_1,1135050020,2,44,53,0.8302,0.7225,0.6935,10005,10005050
2018_2,1135050020,2,35,43,0.814,0.7374,0.7035,10005,10005050
2018_3,1135050020,2,32,43,0.7442,0.7183,0.6948,10005,10005050
2018_4,1135050020,2,41,55,0.7455,0.7164,0.7061,10005,10005050
2019_1,1135050020,2,43,57,0.7544,0.7247,0.7023,10005,10005050
2019_2,1135050020,2,38,46,0.8261,0.7036,0.7081,10005,10005050
2019_3,1135050020,2,32,43,0.7442,0.7166,0.7043,10005,10005050
2019_4,1135050020,2,41,54,0.7593,0.7116,0.7101,10005,10005050
2020_1,1135050020,2,51,66,0.7727,0.6924,0.7204,10005,10005050
2020_2,1135050020,2,60,85,0.7059,0.7092,0.7184,10005,10005050
2020_3,1135050020,2,38,53,0.717,0.7237,0.7202,10005,10005050
2020_4,1135050020,2,45,62,0.7258,0.7232,0.7261,10005,10005050
2021_1,1135050020,2,42,56,0.75,0.7168,0.7219,10005,10005050
2021_2,1135050020,2,46,59,0.7797,0.7064,0.7045,10005,10005050
2021_3,1135050020,2,37,49,0.7551,0.7344,0.7243,10005,10005050
2021_4,1135050020,2,45,48,0.9375,0.7322,0.7376,10005,10005050
2022_1,1135050020,2,60,78,0.7692,0.7645,0.7516,10005,10005050
2022_2,1135050020,2,46,59,0.7797,0.7505,0.7522,10005,10005050
2022_3,1135050020,2,41,57,0.7193,0.7256,0.7411,10005,10005050
2022_4,1135050020,2,40,49,0.8163,0.765,0.7564,10005,10005050
2023_1,1135050020,2,46,62,0.7419,0.7532,0.7502,10005,10005050
2023_2,1135050020,2,44,57,0.7719,0.7542,0.7581,10005,10005050
2023_3,1135050020,2,54,63,0.8571,0.7628,0.7534,10005,10005050
2023_4,1135050020,2,45,48,0.9375,0.7253,0.7554,10005,10005050
2016_1,1136090519,2,58,86,0.6744,0.6743,0.6686,66000,66000170
2016_2,1136090519,2,54,81,0.6667,0.6648,0.6761,66000,66000170
2016_3,1136090519,2,50,75,0.6667,0.7002,0.6824,66000,66000170
2016_4,1136090519,2,40,73,0.5479,0.672,0.6773,66000,66000170
2017_1,1136090519,2,37,54,0.6852,0.7029,0.6907,66000,66000170
2017_2,1136090519,2,47,76,0.6184,0.7107,0.6963,66000,66000170
2017_3,1136090519,2,45,72,0.625,0.7035,0.6963,66000,66000170
2017_4,1136090519,2,57,81,0.7037,0.6994,0.6863,66000,66000170
2018_1,1136090519,2,46,82,0.561,0.675,0.6935,66000,66000170
2018_2,1136090519,2,74,104,0.7115,0.6968,0.7035,66000,66000170
2018_3,1136090519,2,47,91,0.5165,0.6866,0.6948,66000,66000170
2018_4,1136090519,2,57,86,0.6628,0.6913,0.7061,66000,66000170
2019_1,1136090519,2,50,80,0.625,0.6831,0.7023,66000,66000170
2019_2,1136090519,2,46,95,0.4842,0.6958,0.7081,66000,66000170
2019_3,1136090519,2,57,100,0.57,0.7281,0.7043,66000,66000170
2019_4,1136090519,2,39,83,0.4699,0.7022,0.7101,66000,66000170
2020_1,1136090519,2,46,77,0.5974,0.7275,0.7204,66000,66000170
2020_2,1136090519,2,54,95,0.5684,0.7514,0.7184,66000,66000170
2020_3,1136090519,2,68,98,0.6939,0.7319,0.7202,66000,66000170
2020_4,1136090519,2,64,85,0.7529,0.748,0.7261,66000,66000170
2021_1,1136090519,2,66,87,0.7586,0.7477,0.7219,66000,66000170
2021_2,1136090519,2,59,96,0.6146,0.7195,0.7045,66000,66000170
2021_3,1136090519,2,71,102,0.6961,0.7258,0.7243,66000,66000170
2021_4,1136090519,2,68,104,0.6538,0.7375,0.7376,66000,66000170
2022_1,1136090519,2,49,75,0.6533,0.7542,0.7516,66000,66000170
2022_2,1136090519,2,44,76,0.5789,0.741,0.7522,66000,66000170
2022_3,1136090519,2,54,75,0.72,0.7599,0.7411,66000,66000170
2022_4,1136090519,2,69,94,0.734,0.7518,0.7564,66000,66000170
2023_1,1136090519,2,62,101,0.6139,0.7373,0.7502,66000,66000170
2023_2,1136090519,2,67,101,0.6634,0.7532,0.7581,66000,66000170
2023_3,1136090519,2,57,83,0.6867,0.7745,0.7534,66000,66000170
2023_4,1136090519,2,73,105,0.6952,0.7478,0.7554,66000,66000170
2016_1,1136200015,2,27,60,0.45,0.6743,0.6686,66000,66000280
2016_2,1136200015,2,24,62,0.3871,0.6648,0.6761,66000,66000280
2016_3,1136200015,2,20,44,0.4545,0.7002,0.6824,66000,66000280
2016_4,1136200015,2,35,66,0.5303,0.672,0.6773,66000,66000280
2017_1,1136200015,2,27,48,0.5625,0.7029,0.6907,66000,66000280
2017_2,1136200015,2,18,41,0.439,0.7107,0.6963,66000,66000280
2017_3,1136200015,2,16,56,0.2857,0.7035,0.6963,66000,66000280
2017_4,1136200015,2,16,49,0.3265,0.6994,0.6863,66000,66000280
2018_1,1136200015,2,19,52,0.3654,0.675,0.6935,66000,66000280
2018_2,1136200015,2,35,64,0.5469,0.6968,0.7035,66000,66000280
2018_3,1136200015,2,18,46,0.3913,0.6866,0.6948,66000,66000280
2018_4,1136200015,2,9,39,0.2308,0.6913,0.7061,66000,66000280
2019_1,1136200015,2,10,38,0.2632,0.6831,0.7023,66000,66000280
2019_2,1136200015,2,17,47,0.3617,0.6958,0.7081,66000,66000280
2019_3,1136200015,2,14,35,0.4,0.7281,0.7043,66000,66000280
2019_4,1136200015,2,27,52,0.5192,0.7022,0.7101,66000,66000280
2020_1,1136200015,2,23,48,0.4792,0.7275,0.7204,66000,66000280
2020_2,1136200015,2,9,37,0.2432,0.7514,0.7184,66000,66000280
2020_3,1136200015,2,26,48,0.5417,0.7319,0.7202,66000,66000280
2020_4,1136200015,2,16,34,0.4706,0.748,0.7261,66000,66000280
2021_1,1136200015,2,27,48,0.5625,0.7477,0.7219,66000,66000280
2021_2,1136200015,2,19,37,0.5135,0.7195,0.7045,66000,66000280
2021_3,1136200015,2,22,33,0.6667,0.7258,0.7243,66000,66000280
2021_4,1136200015,2,14,25,0.56,0.7375,0.7376,66000,66000280
2022_1,1136200015,2,25,36,0.6944,0.7542,0.7516,66000,66000280
2022_2,1136200015,2,11,21,0.5238,0.741,0.7522,66000,66000280
2022_3,1136200015,2,14,29,0.4828,0.7599,0.7411,66000,66000280
2022_4,1136200015,2,15,26,0.5769,0.7518,0.7564,66000,66000280
2023_1,1136200015,2,14,32,0.4375,0.7373,0.7502,66000,66000280
2023_2,1136200015,2,11,30,0.3667,0.7532,0.7581,66000,66000280
2023_3,1136200015,2,7,15,0.4667,0.7745,0.7534,66000,66000280
2023_4,1136200015,2,9,20,0.45,0.7478,0.7554,66000,66000280
2016_1,1137010024,1,130,154,0.8442,0.6743,0.6686,10007,10007010
2016_2,1137010024,1,141,175,0.8057,0.6648,0.6761,10007,10007010
2016_3,1137010024,1,126,167,0.7545,0.7002,0.6824,10007,10007010
2016_4,1137010024,1,121,152,0.7961,0.672,0.6773,10007,10007010
2017_1,1137010024,1,148,176,0.8409,0.7029,0.6907,10007,10007010
2017_2,1137010024,1,138,168,0.8214,0.7107,0.6963,10007,10007010
2017_3,1137010024,1,134,164,0.8171,0.7035,0.6963,10007,10007010
2017_4,1137010024,1,151,173,0.8728,0.6994,0.6863,10007,10007010
2018_1,1137010024,1,112,146,0.7671,0.675,0.6935,10007,10007010
2018_2,1137010024,1,116,133,0.8722,0.6968,0.7035,10007,10007010
2018_3,1137010024,1,152,179,0.8492,0.6866,0.6948,10007,10007010
2018_4,1137010024,1,123,145,0.8483,0.6913,0.7061,10007,10007010
2019_1,1137010024,1,158,182,0.8681,0.6831,0.7023,10007,10007010
2019_2,1137010024,1,152,171,0.8889,0.6958,0.7081,10007,10007010
2019_3,1137010024,1,146,175,0.8343,0.7281,0.7043,10007,10007010
2019_4,1137010024,1,158,191,0.8272,0.7022,0.7101,10007,10007010
2020_1,1137010024,1,178,191,0.9319,0.7275,0.7204,10007,10007010
2020_2,1137010024,1,129,150,0.86,0.7514,0.7184,10007,10007010
2020_3,1137010024,1,116,132,0.8788,0.7319,0.7202,10007,10007010
2020_4,1137010024,1,135,160,0.8438,0.748,0.7261,10007,10007010
2021_1,1137010024,1,128,165,0.7758,0.7477,0.7219,10007,10007010
2021_2,1137010024,1,130,148,0.8784,0.7195,0.7045,10007,10007010
2021_3,1137010024,1,141,161,0.8758,0.7258,0.7243,10007,10007010
2021_4,1137010024,1,137,162,0.8457,0.7375,0.7376,10007,10007010
2022_1,1137010024,1,140,165,0.8485,0.7542,0.7516,10007,10007010
2022_2,1137010024,1,106,138,0.7681,0.741,0.7522,10007,10007010
2022_3,1137010024,1,119,141,0.844,0.7599,0.7411,10007,10007010
2022_4,1137010024,1,124,153,0.8105,0.7518,0.7564,10007,10007010
2023_1,1137010024,1,108,141,0.766,0.7373,0.7502,10007,10007010
2023_2,1137010024,1,124,150,0.8267,0.7532,0.7581,10007,10007010
2023_3,1137010024,1,104,126,0.8254,0.7745,0.7534,10007,10007010
2023_4,1137010024,1,134,158,0.8481,0.7478,0.7554,10007,10007010
2019_4,1137010051,3,1,1,1,0.7022,0.7101,10007,10007010
2020_1,1137010051,3,1,2,0.5,0.7275,0.7204,10007,10007010
2020_2,1137010051,3,0,1,0,0.7514,0.7184,10007,10007010
2020_3,1137010051,3,0,3,0,0.7319,0.7202,10007,10007010
2020_4,1137010051,3,0,1,0,0.748,0.7261,10007,10007010
2021_1,1137010051,3,2,3,0.6667,0.7477,0.7219,10007,10007010
2021_2,1137010051,3,0,2,0,0.7195,0.7045,10007,10007010
2021_3,1137010051,3,0,2,0,0.7258,0.7243,10007,10007010
2021_4,1137010051,3,0,2,0,0.7375,0.7376,10007,10007010
2022_1,1137010051,3,1,3,0.3333,0.7542,0.7516,10007,10007010
2022_3,1137010051,3,2,5,0.4,0.7599,0.7411,10007,10007010
2022_4,1137010051,3,0,1,0,0.7518,0.7564,10007,10007010
2023_1,1137010051,3,1,2,0.5,0.7373,0.7502,10007,10007010
2023_2,1137010051,3,1,1,1,0.7532,0.7581,10007,10007010
2023_3,1137010051,3,5,10,0.5,0.7745,0.7534,10007,10007010
2023_4,1137010051,3,0,3,0,0.7478,0.7554,10007,10007010
2016_1,1137020511,2,30,41,0.7317,0.6743,0.6686,10007,10007020
2016_2,1137020511,2,40,51,0.7843,0.6648,0.6761,10007,10007020
2016_3,1137020511,2,48,60,0.8,0.7002,0.6824,10007,10007020
2016_4,1137020511,2,33,40,0.825,0.672,0.6773,10007,10007020
2017_1,1137020511,2,22,34,0.6471,0.7029,0.6907,10007,10007020
2017_2,1137020511,2,36,43,0.8372,0.7107,0.6963,10007,10007020
2017_3,1137020511,2,40,52,0.7692,0.7035,0.6963,10007,10007020
2017_4,1137020511,2,34,46,0.7391,0.6994,0.6863,10007,10007020
2018_1,1137020511,2,25,36,0.6944,0.675,0.6935,10007,10007020
2018_2,1137020511,2,10,19,0.5263,0.6968,0.7035,10007,10007020
2018_3,1137020511,2,32,42,0.7619,0.6866,0.6948,10007,10007020
2018_4,1137020511,2,16,29,0.5517,0.6913,0.7061,10007,10007020
2019_1,1137020511,2,15,29,0.5172,0.6831,0.7023,10007,10007020
2019_2,1137020511,2,25,40,0.625,0.6958,0.7081,10007,10007020
2019_3,1137020511,2,27,29,0.931,0.7281,0.7043,10007,10007020
2019_4,1137020511,2,21,38,0.5526,0.7022,0.7101,10007,10007020
2020_1,1137020511,2,40,58,0.6897,0.7275,0.7204,10007,10007020
2020_2,1137020511,2,29,38,0.7632,0.7514,0.7184,10007,10007020
2020_3,1137020511,2,21,37,0.5676,0.7319,0.7202,10007,10007020
2020_4,1137020511,2,21,26,0.8077,0.748,0.7261,10007,10007020
2021_1,1137020511,2,27,37,0.7297,0.7477,0.7219,10007,10007020
2021_2,1137020511,2,30,46,0.6522,0.7195,0.7045,10007,10007020
2021_3,1137020511,2,22,37,0.5946,0.7258,0.7243,10007,10007020
2021_4,1137020511,2,31,47,0.6596,0.7375,0.7376,10007,10007020
2022_1,1137020511,2,25,37,0.6757,0.7542,0.7516,10007,10007020
2022_2,1137020511,2,26,38,0.6842,0.741,0.7522,10007,10007020
2022_3,1137020511,2,23,33,0.697,0.7599,0.7411,10007,10007020
2022_4,1137020511,2,27,37,0.7297,0.7518,0.7564,10007,10007020
2023_1,1137020511,2,22,32,0.6875,0.7373,0.7502,10007,10007020
2023_2,1137020511,2,21,33,0.6364,0.7532,0.7581,10007,10007020
2023_3,1137020511,2,26,31,0.8387,0.7745,0.7534,10007,10007020
2023_4,1137020511,2,40,49,0.8163,0.7478,0.7554,10007,10007020
2016_1,1137020520,3,32,56,0.5714,0.6743,0.6686,10007,10007020
2016_2,1137020520,3,27,55,0.4909,0.6648,0.6761,10007,10007020
2016_3,1137020520,3,26,47,0.5532,0.7002,0.6824,10007,10007020
2016_4,1137020520,3,35,56,0.625,0.672,0.6773,10007,10007020
2017_1,1137020520,3,30,46,0.6522,0.7029,0.6907,10007,10007020
2017_2,1137020520,3,40,59,0.678,0.7107,0.6963,10007,10007020
2017_3,1137020520,3,16,31,0.5161,0.7035,0.6963,10007,10007020
2017_4,1137020520,3,14,26,0.5385,0.6994,0.6863,10007,10007020
2018_1,1137020520,3,14,26,0.5385,0.675,0.6935,10007,10007020
2018_2,1137020520,3,19,38,0.5,0.6968,0.7035,10007,10007020
2018_3,1137020520,3,17,47,0.3617,0.6866,0.6948,10007,10007020
2018_4,1137020520,3,13,39,0.3333,0.6913,0.7061,10007,10007020
2019_1,1137020520,3,19,36,0.5278,0.6831,0.7023,10007,10007020
2019_2,1137020520,3,16,30,0.5333,0.6958,0.7081,10007,10007020
2019_3,1137020520,3,19,29,0.6552,0.7281,0.7043,10007,10007020
2019_4,1137020520,3,16,31,0.5161,0.7022,0.7101,10007,10007020
2020_1,1137020520,3,19,30,0.6333,0.7275,0.7204,10007,10007020
2020_2,1137020520,3,20,36,0.5556,0.7514,0.7184,10007,10007020
2020_3,1137020520,3,16,29,0.5517,0.7319,0.7202,10007,10007020
2020_4,1137020520,3,8,17,0.4706,0.748,0.7261,10007,10007020
2021_1,1137020520,3,22,27,0.8148,0.7477,0.7219,10007,10007020
2021_2,1137020520,3,7,18,0.3889,0.7195,0.7045,10007,10007020
2021_3,1137020520,3,21,31,0.6774,0.7258,0.7243,10007,10007020
2021_4,1137020520,3,8,22,0.3636,0.7375,0.7376,10007,10007020
2022_1,1137020520,3,26,45,0.5778,0.7542,0.7516,10007,10007020
2022_2,1137020520,3,18,31,0.5806,0.741,0.7522,10007,10007020
2022_3,1137020520,3,15,19,0.7895,0.7599,0.7411,10007,10007020
2022_4,1137020520,3,19,31,0.6129,0.7518,0.7564,10007,10007020
2023_1,1137020520,3,5,21,0.2381,0.7373,0.7502,10007,10007020
2023_2,1137020520,3,26,41,0.6341,0.7532,0.7581,10007,10007020
2023_3,1137020520,3,17,22,0.7727,0.7745,0.7534,10007,10007020
2023_4,1137020520,3,24,36,0.6667,0.7478,0.7554,10007,10007020
2016_1,1137050019,3,40,65,0.6154,0.6743,0.6686,10007,10007100
2016_2,1137050019,3,58,98,0.5918,0.6648,0.6761,10007,10007100
2016_3,1137050019,3,55,77,0.7143,0.7002,0.6824,10007,10007100
2016_4,1137050019,3,56,79,0.7089,0.672,0.6773,10007,10007100
2017_1,1137050019,3,87,107,0.8131,0.7029,0.6907,10007,10007100
2017_2,1137050019,3,69,88,0.7841,0.7107,0.6963,10007,10007100
2017_3,1137050019,3,88,114,0.7719,0.7035,0.6963,10007,10007100
2017_4,1137050019,3,84,113,0.7434,0.6994,0.6863,10007,10007100
2018_1,1137050019,3,70,100,0.7,0.675,0.6935,10007,10007100
2018_2,1137050019,3,81,98,0.8265,0.6968,0.7035,10007,10007100
